"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6353","Buying Merchandise Full automation","chromium","2026-04-22","failed","2026-04-22","","retryFeature.spec.js","",""
